date,ticker,close,high,low,open
2024-01-01 00:00:00+00:00,usdchf,0.842025,0.8424,0.83939,0.840275
2024-01-02 00:00:00+00:00,usdchf,0.850115,0.85071,0.841765,0.842025
2024-01-03 00:00:00+00:00,usdchf,0.849245,0.85546,0.8488,0.85012
2024-01-04 00:00:00+00:00,usdchf,0.85028,0.8529,0.84775,0.84925
2024-01-05 00:00:00+00:00,usdchf,0.850305,0.8577,0.845545,0.85028
2024-01-07 00:00:00+00:00,usdchf,0.850795,0.851375,0.848985,0.848985
2024-01-08 00:00:00+00:00,usdchf,0.84807,0.852135,0.846045,0.850805
2024-01-09 00:00:00+00:00,usdchf,0.85244,0.85322,0.846445,0.84806
2024-01-10 00:00:00+00:00,usdchf,0.850575,0.85355,0.85051,0.852445
2024-01-11 00:00:00+00:00,usdchf,0.851085,0.856625,0.84892,0.85057
2024-01-12 00:00:00+00:00,usdchf,0.85257,0.85509,0.848855,0.85108
2024-01-14 00:00:00+00:00,usdchf,0.853445,0.853525,0.85206,0.852095
2024-01-15 00:00:00+00:00,usdchf,0.85604,0.85622,0.852225,0.85345
2024-01-16 00:00:00+00:00,usdchf,0.861525,0.861975,0.855925,0.85605
2024-01-17 00:00:00+00:00,usdchf,0.864355,0.86853,0.86077,0.86152
2024-01-18 00:00:00+00:00,usdchf,0.868055,0.86941,0.863315,0.86436
2024-01-19 00:00:00+00:00,usdchf,0.8681,0.87047,0.867675,0.868075
2024-01-21 00:00:00+00:00,usdchf,0.86854,0.869335,0.867445,0.868665
2024-01-22 00:00:00+00:00,usdchf,0.869205,0.87008,0.86686,0.868545
2024-01-23 00:00:00+00:00,usdchf,0.869705,0.87284,0.86502,0.8692
2024-01-24 00:00:00+00:00,usdchf,0.8631,0.86997,0.860675,0.8697
2024-01-25 00:00:00+00:00,usdchf,0.867145,0.868505,0.862645,0.863105
2024-01-26 00:00:00+00:00,usdchf,0.863945,0.86851,0.861635,0.867155
2024-01-28 00:00:00+00:00,usdchf,0.86436,0.865765,0.86356,0.865205
2024-01-29 00:00:00+00:00,usdchf,0.86141,0.86494,0.860715,0.86436
2024-01-30 00:00:00+00:00,usdchf,0.861865,0.86432,0.86071,0.861405
2024-01-31 00:00:00+00:00,usdchf,0.86239,0.86437,0.85512,0.861865
2024-02-01 00:00:00+00:00,usdchf,0.857645,0.864975,0.857125,0.862395
2024-02-02 00:00:00+00:00,usdchf,0.86699,0.86808,0.855335,0.85764
2024-02-04 00:00:00+00:00,usdchf,0.86706,0.8679,0.866225,0.866505
2024-02-05 00:00:00+00:00,usdchf,0.870755,0.87186,0.8668,0.867055
2024-02-06 00:00:00+00:00,usdchf,0.869595,0.87414,0.86903,0.87076
2024-02-07 00:00:00+00:00,usdchf,0.87418,0.875335,0.86884,0.86961
2024-02-08 00:00:00+00:00,usdchf,0.87351,0.87611,0.872445,0.874185
2024-02-09 00:00:00+00:00,usdchf,0.87483,0.876215,0.87317,0.87349
2024-02-11 00:00:00+00:00,usdchf,0.874245,0.875015,0.874115,0.874935
2024-02-12 00:00:00+00:00,usdchf,0.875865,0.877285,0.87269,0.87424
2024-02-13 00:00:00+00:00,usdchf,0.887495,0.888105,0.875575,0.87587
2024-02-14 00:00:00+00:00,usdchf,0.885265,0.8886,0.884765,0.887485
2024-02-15 00:00:00+00:00,usdchf,0.87992,0.885815,0.87831,0.88526
2024-02-16 00:00:00+00:00,usdchf,0.88089,0.88393,0.879805,0.87993
2024-02-18 00:00:00+00:00,usdchf,0.880765,0.88153,0.88044,0.8809
2024-02-19 00:00:00+00:00,usdchf,0.882795,0.88296,0.8797,0.88077
2024-02-20 00:00:00+00:00,usdchf,0.881955,0.883795,0.87859,0.8828
2024-02-21 00:00:00+00:00,usdchf,0.87921,0.88204,0.878905,0.881955
2024-02-22 00:00:00+00:00,usdchf,0.880125,0.882155,0.874285,0.879215
2024-02-23 00:00:00+00:00,usdchf,0.881125,0.88195,0.87813,0.88012
2024-02-25 00:00:00+00:00,usdchf,0.881305,0.881445,0.880095,0.880115
2024-02-26 00:00:00+00:00,usdchf,0.88008,0.882235,0.878825,0.881315
2024-02-27 00:00:00+00:00,usdchf,0.87905,0.881065,0.87849,0.88007
2024-02-28 00:00:00+00:00,usdchf,0.87876,0.881585,0.878415,0.879045
2024-02-29 00:00:00+00:00,usdchf,0.884455,0.884915,0.877945,0.87875
2024-03-01 00:00:00+00:00,usdchf,0.8833,0.88928,0.883015,0.884465
2024-03-03 00:00:00+00:00,usdchf,0.88346,0.883835,0.88318,0.8836
2024-03-04 00:00:00+00:00,usdchf,0.885245,0.88644,0.88059,0.88343
2024-03-05 00:00:00+00:00,usdchf,0.883635,0.88665,0.882575,0.88525
2024-03-06 00:00:00+00:00,usdchf,0.882075,0.885585,0.88045,0.883645
2024-03-07 00:00:00+00:00,usdchf,0.877325,0.88236,0.87728,0.88207
2024-03-08 00:00:00+00:00,usdchf,0.87774,0.878345,0.873,0.87732
