date,ticker,close,high,low,open
2024-01-01 00:00:00+00:00,chfusd,1.18761320648475,1.19134372564185,1.18708452861459,1.19008808401812
2024-01-02 00:00:00+00:00,chfusd,1.17631144709383,1.1879800252597,1.17548871527828,1.18761320380469
2024-01-03 00:00:00+00:00,chfusd,1.17751650488881,1.17813385235626,1.16896173602005,1.1763045275741
2024-01-04 00:00:00+00:00,chfusd,1.17608317845818,1.17959304844359,1.17247040302024,1.17750957134686
2024-01-05 00:00:00+00:00,chfusd,1.17604922971162,1.18266917302986,1.16590884177852,1.17608317666878
2024-01-07 00:00:00+00:00,chfusd,1.17537127531195,1.17788091258353,1.17457055935131,1.17788091258353
2024-01-08 00:00:00+00:00,chfusd,1.17914795359511,1.18197023314664,1.17352298373674,1.17535746049792
2024-01-09 00:00:00+00:00,chfusd,1.17310310021026,1.18141167576981,1.17203066611795,1.17916185585461
2024-01-10 00:00:00+00:00,chfusd,1.17567528340381,1.17576513712229,1.17157753493215,1.17309621830646
2024-01-11 00:00:00+00:00,chfusd,1.17497077945546,1.17796744673779,1.16737196283731,1.17568219365316
2024-01-12 00:00:00+00:00,chfusd,1.17292440390451,1.17805750789421,1.16946754926558,1.17497768337266
2024-01-14 00:00:00+00:00,chfusd,1.17172167828359,1.17362725396102,1.17161185404211,1.1735802572363
2024-01-15 00:00:00+00:00,chfusd,1.16816971743451,1.1733990527676,1.16792413945461,1.17171481249902
2024-01-16 00:00:00+00:00,chfusd,1.16073242876567,1.16832667310577,1.16012645850672,1.16815607346123
2024-01-17 00:00:00+00:00,chfusd,1.15693205413878,1.16175053337518,1.15137071430544,1.16073916432623
2024-01-18 00:00:00+00:00,chfusd,1.15200074373976,1.15832576251862,1.15020531712621,1.15692536508659
2024-01-19 00:00:00+00:00,chfusd,1.15194121872491,1.1525052669162,1.14880467617125,1.15197420223686
2024-01-21 00:00:00+00:00,chfusd,1.15135746020217,1.1528125462504,1.15030581745564,1.15119296617698
2024-01-22 00:00:00+00:00,chfusd,1.15047659135899,1.1535755171095,1.14931961023421,1.15135083093743
2024-01-23 00:00:00+00:00,chfusd,1.14981517576267,1.15604264242275,1.14568535634448,1.15048321040692
2024-01-24 00:00:00+00:00,chfusd,1.15861430289954,1.16187876677438,1.14946492954535,1.14982178507329
2024-01-25 00:00:00+00:00,chfusd,1.15320967944305,1.15922541434645,1.15140385772936,1.15860759197493
2024-01-26 00:00:00+00:00,chfusd,1.15748143954071,1.16058424689878,1.15139722800659,1.15319638067067
2024-01-28 00:00:00+00:00,chfusd,1.15692536276382,1.1579971505278,1.15504937347811,1.1559291658793
2024-01-29 00:00:00+00:00,chfusd,1.16088738794717,1.16182477079269,1.15614956507047,1.15692536075075
2024-01-30 00:00:00+00:00,chfusd,1.16027452973793,1.1618316015284,1.15697890429371,1.16089412726177
2024-01-31 00:00:00+00:00,chfusd,1.15956818678954,1.16942652107428,1.15691198047833,1.16027452755113
2024-02-01 00:00:00+00:00,chfusd,1.16598360130819,1.16669159306573,1.15610278406546,1.15956146044546
2024-02-02 00:00:00+00:00,chfusd,1.15341602898548,1.1691325710846,1.1519675680841,1.16599040000666
2024-02-04 00:00:00+00:00,chfusd,1.15332273028135,1.15443786424287,1.15220648779052,1.1540623068451
2024-02-05 00:00:00+00:00,chfusd,1.14842866888195,1.15366867388286,1.14697314332114,1.15332938219859
2024-02-06 00:00:00+00:00,chfusd,1.14996062240302,1.1507082706862,1.14398152059464,1.14842207550011
2024-02-07 00:00:00+00:00,chfusd,1.14392917329482,1.15095990802803,1.14241976559162,1.14994078550107
2024-02-08 00:00:00+00:00,chfusd,1.14480659227926,1.14620406507085,1.14140919106481,1.143922631398
2024-02-09 00:00:00+00:00,chfusd,1.14307949028909,1.14525236597027,1.14127241296551,1.14483280257165
2024-02-11 00:00:00+00:00,chfusd,1.14384412534202,1.14401426750847,1.14283851862162,1.14294306332753
2024-02-12 00:00:00+00:00,chfusd,1.14172846900775,1.14588228168479,1.13988043487432,1.14385066619136
2024-02-13 00:00:00+00:00,chfusd,1.12676691940971,1.14210662403254,1.12599299109532,1.14172195039527
2024-02-14 00:00:00+00:00,chfusd,1.12960526553194,1.1302436321347,1.12536575085032,1.12677961558976
2024-02-15 00:00:00+00:00,chfusd,1.13646695873333,1.138550179659,1.12890389885996,1.12961164658124
2024-02-16 00:00:00+00:00,chfusd,1.1352157547416,1.13661550622951,1.13131131219795,1.13645404330854
2024-02-18 00:00:00+00:00,chfusd,1.13537663899719,1.13579579138857,1.13439295173983,1.1352056252003
2024-02-19 00:00:00+00:00,chfusd,1.1327658237998,1.13675117236762,1.13255414538501,1.13537019462109
2024-02-20 00:00:00+00:00,chfusd,1.13384470549123,1.13818733009459,1.13148411928269,1.13275940713561
