ticker,slope_window,consec,slope_entry_thr,slope_exit_thr,consec_rises_kill,rise_kill_pct,rise_kill_window,carry_ann,other_daily_fee_ann,fee_per_trade,slippage_per_trade,buffer20,grace_days,slope_source,trades,win_rate,total_pct_return,avg_pct_return,avg_win,avg_loss,expectancy_per_trade,median_holding_days,avg_MFE_pct,avg_MAE_pct,max_draw_trade_pct,best_trade_pct,net_expectancy_per_trade,window_start,window_end,window_months,roll_seq,min_trades_window,run_id,run_mode,created_utc,window_mode
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,21,0.428571,0.005209,0.000248,0.011373,-0.008095,0.000248,11.0,0.007335,0.006447,-0.017615,0.029401,-0.001868,2024-11-08,2026-01-08,14,9,21,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,39,0.384615,0.002981,7.6e-05,0.010033,-0.006147,7.6e-05,10.0,0.007964,0.00528,-0.015222,0.039819,-0.001906,2023-02-06,2025-04-07,26,2,39,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,45,0.355556,0.009024,0.000201,0.012098,-0.006364,0.000201,10.0,0.00845,0.005712,-0.017615,0.03926,-0.001906,2023-02-06,2025-08-06,30,2,45,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,24,0.5,0.005137,0.000214,0.009659,-0.009231,0.000214,11.5,0.007648,0.006279,-0.017615,0.029401,-0.001926,2024-08-08,2025-12-08,16,8,24,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,38,0.368421,0.002123,5.6e-05,0.011006,-0.006331,5.6e-05,10.5,0.008196,0.005601,-0.017615,0.039819,-0.001928,2023-05-08,2025-06-09,25,3,38,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,28,0.357143,0.000113,4e-06,0.01342,-0.00745,4e-06,11.0,0.009005,0.006125,-0.017615,0.038644,-0.001986,2023-11-08,2025-06-09,19,5,28,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,46,0.369565,0.006296,0.000137,0.011766,-0.00668,0.000137,10.5,0.008406,0.005841,-0.017615,0.03926,-0.001994,2023-02-06,2025-09-08,31,2,46,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,33,0.333333,-0.000429,-1.3e-05,0.012771,-0.006405,-1.3e-05,11.0,0.008717,0.005785,-0.017615,0.038644,-0.00205,2023-08-08,2025-06-09,22,4,33,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,50,0.38,0.004552,9.1e-05,0.011394,-0.006837,9.1e-05,11.0,0.008343,0.005738,-0.017615,0.03926,-0.002072,2023-02-06,2025-12-08,34,2,50,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,42,0.357143,-0.0053,-0.000126,0.011047,-0.006334,-0.000126,10.0,0.008119,0.00566,-0.017615,0.039819,-0.002094,2023-02-06,2025-06-06,28,2,42,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,30,0.333333,-0.001582,-5.3e-05,0.012504,-0.006331,-5.3e-05,10.0,0.008052,0.005716,-0.023633,0.038644,-0.002096,2023-02-06,2024-10-07,20,2,30,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,44,0.363636,-0.003487,-7.9e-05,0.011062,-0.006445,-7.9e-05,10.5,0.008366,0.00575,-0.017615,0.032282,-0.00214,2023-02-06,2025-07-07,29,2,44,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,48,0.375,-0.000975,-2e-05,0.012194,-0.007349,-2e-05,11.0,0.008355,0.006182,-0.023633,0.03926,-0.002176,2023-02-06,2025-10-06,32,2,48,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,28,0.321429,-0.005851,-0.000209,0.012621,-0.006287,-0.000209,10.0,0.008218,0.005803,-0.023633,0.038644,-0.002292,2023-02-06,2024-09-06,19,2,28,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,40,0.375,-0.009229,-0.000231,0.010821,-0.006862,-0.000231,11.5,0.00817,0.005766,-0.023633,0.038644,-0.002295,2022-11-04,2025-02-04,27,1,40,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,24,0.375,-0.007596,-0.000316,0.009748,-0.006355,-0.000316,8.0,0.007381,0.005406,-0.021926,0.018898,-0.002336,2022-11-04,2024-03-04,16,1,24,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,44,0.386364,-0.014679,-0.000334,0.010506,-0.007159,-0.000334,10.5,0.007797,0.005973,-0.023633,0.038644,-0.002352,2022-11-04,2025-04-04,29,1,44,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,39,0.358974,-0.012296,-0.000315,0.011375,-0.006862,-0.000315,11.0,0.007904,0.005914,-0.023633,0.038644,-0.002364,2022-11-04,2025-01-06,26,1,39,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,34,0.323529,-0.01049,-0.000309,0.01334,-0.006836,-0.000309,9.5,0.009222,0.006436,-0.023633,0.036164,-0.002406,2022-08-04,2024-07-04,23,0,34,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,22,0.409091,-0.013525,-0.000615,0.007883,-0.006498,-0.000615,7.0,0.006558,0.005318,-0.021926,0.013433,-0.002432,2022-11-04,2023-12-04,13,1,20,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,30,0.333333,-0.009603,-0.00032,0.012887,-0.006923,-0.00032,7.0,0.009307,0.006601,-0.023633,0.036164,-0.002441,2022-08-04,2024-04-04,20,0,30,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,19,0.421053,-0.010219,-0.000538,0.008605,-0.007187,-0.000538,9.0,0.007362,0.005502,-0.021926,0.013433,-0.002483,2022-11-04,2023-11-06,12,1,18,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,33,0.333333,-0.014532,-0.00044,0.012747,-0.007034,-0.00044,7.0,0.009141,0.006494,-0.023633,0.036164,-0.002512,2022-08-04,2024-06-04,22,0,33,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,42,0.357143,-0.021463,-0.000511,0.010821,-0.006807,-0.000511,10.5,0.007781,0.005905,-0.023633,0.038644,-0.002537,2022-11-04,2025-03-04,28,1,42,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,30,0.333333,-0.019391,-0.000646,0.010561,-0.00625,-0.000646,9.0,0.007106,0.005387,-0.021926,0.018898,-0.002569,2022-11-04,2024-07-04,20,1,30,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.015,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,26,0.461538,-0.011331,-0.000436,0.009659,-0.009088,-0.000436,11.5,0.007304,0.006435,-0.017615,0.029401,-0.00257,2024-08-08,2026-01-08,17,8,26,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,2,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,19,0.421053,-0.014347,-0.000755,0.006794,-0.006245,-0.000755,8.0,0.006733,0.004957,-0.013561,0.016825,-0.002632,2023-02-06,2024-02-06,12,2,18,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,28,0.357143,-0.022172,-0.000792,0.008953,-0.006205,-0.000792,9.0,0.007011,0.005153,-0.021926,0.013141,-0.002647,2022-11-04,2024-06-04,19,1,28,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,26,0.346154,-0.02024,-0.000778,0.009748,-0.006351,-0.000778,7.0,0.006879,0.005483,-0.021926,0.018898,-0.002723,2022-11-04,2024-04-04,17,1,26,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,34,0.323529,-0.027056,-0.000796,0.009947,-0.005934,-0.000796,10.5,0.007694,0.005555,-0.013724,0.032282,-0.002872,2023-02-06,2025-01-06,23,2,34,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,27,0.333333,-0.026311,-0.000974,0.009748,-0.006336,-0.000974,7.0,0.006906,0.005505,-0.021926,0.018898,-0.002908,2022-11-04,2024-05-06,18,1,27,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,,,0.053,0.0,0.00016,2e-05,0.002,2,log_price,21,0.285714,-0.023802,-0.001133,0.009245,-0.005285,-0.001133,10.0,0.006522,0.005155,-0.011151,0.018898,-0.003153,2023-05-08,2024-07-08,14,3,21,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,-0.0001,-0.0001,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,18,0.333333,-0.025523,-0.001418,0.00547,-0.004862,-0.001418,9.5,0.006083,0.004485,-0.013724,0.010615,-0.003308,2023-05-08,2024-05-08,12,3,18,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,20,0.3,-0.026023,-0.001301,0.008205,-0.005375,-0.001301,8.0,0.006522,0.005222,-0.013724,0.018898,-0.003354,2023-02-06,2024-03-06,13,2,20,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,24,0.291667,-0.038124,-0.001588,0.008533,-0.005756,-0.001588,8.0,0.006442,0.005293,-0.013724,0.018898,-0.003535,2023-02-06,2024-06-06,16,2,24,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,,,0.053,0.0,0.00016,2e-05,0.002,2,log_price,20,0.3,-0.030705,-0.001535,0.00768,-0.005485,-0.001535,10.0,0.006254,0.005186,-0.011151,0.018898,-0.003552,2023-05-08,2024-06-10,13,3,20,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,21,0.285714,-0.034087,-0.001623,0.008205,-0.005554,-0.001623,7.0,0.006294,0.005357,-0.013724,0.018898,-0.003636,2023-02-06,2024-04-08,14,2,21,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,5.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,26,0.269231,-0.043934,-0.00169,0.009587,-0.005844,-0.00169,9.0,0.006404,0.005642,-0.013724,0.018898,-0.003674,2023-02-06,2024-07-08,17,2,26,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
GBPCHF,6,1,0.0,0.0,0,0.01,3.0,0.053,0.0,0.00016,2e-05,0.002,2,log_price,22,0.272727,-0.040158,-0.001825,0.008205,-0.005587,-0.001825,8.0,0.006353,0.005389,-0.013724,0.018898,-0.00382,2023-02-06,2024-05-06,15,2,22,e08ab9ff649c,research,2026-03-11T18:06:31Z,rolling_expanding
