window_start,window_end,window_months,param_tests,pct_params_outperform,avg_diff_nav,median_diff_nav,best_diff_nav,worst_diff_nav
2020-02-24,2024-04-24,50,36,100.0,2998.4054798566503,3313.928265449067,4963.062108866994,380.6643699999986
2019-09-19,2022-10-19,37,36,100.0,2982.4446118314463,3165.949935857381,5033.242075197522,346.7780499999935
2019-12-23,2021-11-23,23,36,100.0,2981.714285040797,3235.4640286044632,5006.044613908183,285.42089999999735
2019-05-16,2023-09-18,52,36,100.0,2965.057527020367,2659.5273813514214,7280.440272181833,157.85034999999334
2019-05-16,2021-08-16,27,36,100.0,2948.5909617478756,2676.2642357752957,7025.436330145421,177.10855000000447
2019-06-17,2023-03-17,45,36,100.0,2943.469605791122,2515.895657838908,7203.260763366583,209.37607749999734
2019-07-17,2023-03-17,44,36,100.0,2943.469605791122,2515.895657838908,7203.260763366583,209.37607749999734
2020-04-24,2021-02-24,10,36,100.0,2926.2861261445496,2929.8136599999925,5511.0531204,472.7655999999988
2019-08-19,2022-07-19,35,36,100.0,2923.7000546532963,2860.110149802702,7026.855991175427,266.1389500000005
2019-09-19,2024-03-19,54,36,100.0,2904.706132466145,3079.944141091888,4752.623365520209,319.39049499999237
2020-04-24,2021-11-24,19,36,100.0,2900.353472610246,2859.920070452743,5332.20671047199,439.6767499999987
2019-08-19,2023-08-21,48,36,100.0,2875.287006457915,2784.412887852952,6779.507260968392,282.25479249999626
2019-06-17,2022-11-17,41,36,100.0,2864.6465759987796,2426.5619554670084,7103.25050733416,199.62792999998783
2019-07-17,2022-11-17,40,36,100.0,2864.6465759987796,2426.5619554670084,7103.25050733416,199.62792999998783
2020-03-24,2021-10-25,19,36,100.0,2859.040530631639,2925.2974385535745,5112.86512799131,418.2523500000025
2019-12-23,2022-07-25,31,36,100.0,2844.8402886437702,3035.453626816252,4871.290359603925,278.7555500000017
2019-12-23,2022-10-24,34,36,100.0,2838.5729573968742,2997.0721223439396,4823.7871683052945,326.35345750000124
2020-01-23,2021-10-25,21,36,100.0,2833.2827361373684,2969.6191955781287,4746.195902072905,296.3711500000063
2020-05-26,2023-10-26,41,36,100.0,2819.3523628489625,3025.045676038164,5674.118689940791,62.84494999999879
2019-08-19,2021-03-19,19,36,100.0,2819.0363397069523,2775.640549558524,6938.839261833506,261.85405000000173
2020-05-26,2022-10-26,29,36,100.0,2818.0074781999647,2912.1787591223,5914.571966874362,77.60399999999208
2019-09-19,2021-02-19,17,36,100.0,2806.2356063824254,2936.309180469809,4974.72545331726,284.23065000000497
