ticker,slope_window,consec,slope_entry_thr,slope_exit_thr,require_carry,consec_rises_kill,carry_ann,buffer20,grace_days,slope_source,trades,win_rate,total_pct_return,avg_pct_return,avg_win,avg_loss,expectancy_per_trade,median_holding_days,avg_MFE_pct,avg_MAE_pct,max_draw_trade_pct,best_trade_pct,net_expectancy_per_trade,run_id,run_mode,created_utc,window_start,window_end
GBPCHF,15,1,-0.0001,-0.0001,False,1,0.04,0.002,3,log_price,37,0.702703,0.183967,0.004972,0.008316,-0.002931,0.004972,5.0,0.008149,0.001101,-0.008135,0.036188,0.004337,0462c5433be3,research,2026-03-11T14:22:41Z,2022-08-05,2026-03-10
