Date,Open,High,Low,Close,Volume
2016-04-29,2402.37,2408.97,2365.02,2376.69,2584216
2016-05-03,2392.69,2412.1,2366.22,2399.27,3171005
2016-05-04,2397.74,2406.19,2372.05,2398.89,2668325
2016-05-05,2407.47,2419.89,2389.17,2408.64,1767855
2016-05-06,2404.36,2419.08,2377.84,2417.9,2269268
2016-05-09,2437.38,2459.49,2428.47,2454.55,2168195
2016-05-10,2472.03,2500.2,2446.75,2456.46,2254708
2016-05-11,2451.03,2461.12,2436.63,2451.4,1933797
2016-05-12,2445.17,2474.38,2430.0,2442.44,2829055
2016-05-13,2439.0,2471.25,2422.62,2463.06,1920522
2016-05-16,2442.09,2466.2,2423.81,2461.12,1679877
2016-05-17,2452.56,2485.8,2416.0,2417.18,2307908
2016-05-18,2403.18,2421.05,2379.44,2404.36,2479933
2016-05-19,2389.17,2399.67,2349.07,2366.59,2804654
2016-05-20,2390.35,2414.46,2388.77,2397.32,2274753
2016-05-23,2400.86,2402.76,2374.39,2389.17,1906119
2016-05-24,2386.05,2433.11,2376.69,2422.62,2409422
2016-05-25,2442.44,2451.79,2413.28,2417.58,2136983
2016-05-26,2405.9,2438.19,2401.62,2433.51,1951521
2016-05-27,2431.14,2473.18,2430.8,2452.97,2104103
2016-05-31,2455.28,2476.28,2445.17,2447.94,3952088
2016-06-01,2446.01,2486.03,2441.68,2472.43,3278922
2016-06-02,2474.75,2483.33,2452.97,2461.91,2492630
2016-06-03,2467.37,2491.84,2456.08,2489.16,1983013
2016-06-06,2495.37,2535.42,2493.04,2512.09,2663940
2016-06-07,2518.69,2528.08,2509.18,2516.02,2423884
2016-06-08,2513.28,2520.28,2497.35,2515.6,2257174
2016-06-09,2512.9,2514.41,2497.71,2499.26,1716023
2016-06-10,2496.94,2505.11,2448.17,2462.3,2755726
2016-06-13,2451.79,2482.51,2424.56,2424.56,3367981
2016-06-14,2417.9,2427.31,2387.61,2387.61,3403921
2016-06-15,2393.05,2422.98,2391.1,2418.52,1532140
2016-06-16,2392.27,2425.71,2385.25,2416.75,3026950
2016-06-17,2420.29,2420.29,2384.09,2388.0,4374420
2016-06-20,2424.56,2441.29,2398.1,2424.98,2756173
2016-06-21,2411.75,2463.88,2398.49,2454.92,2925647
2016-06-22,2472.03,2482.92,2449.46,2458.01,3318674
2016-06-23,2490.32,2517.94,2451.03,2479.44,2635152
2016-06-24,2462.3,2582.1,2407.47,2540.9,8821599
2016-06-27,2521.04,2613.25,2513.64,2575.91,6353601
2016-06-28,2615.18,2648.07,2601.98,2619.84,3781294
2016-06-29,2645.52,2684.08,2620.28,2684.08,3660716
2016-06-30,2693.0,2784.79,2678.63,2784.79,5694814
2016-07-01,2789.49,2842.06,2771.58,2816.76,3478911
2016-07-04,2820.6,2839.27,2794.94,2798.45,1604651
2016-07-05,2801.19,2869.64,2801.19,2862.26,3161713
2016-07-06,2855.64,2891.43,2804.37,2822.2,4389760
2016-07-07,2831.5,2864.59,2822.57,2847.87,3055054
2016-07-08,2847.07,2867.31,2807.38,2841.22,2821508
2016-07-11,2856.38,2869.0,2819.46,2844.7,2591774
2016-07-12,2834.62,2838.84,2777.83,2790.22,4428455
2016-07-13,2776.27,2814.01,2756.82,2802.72,3610189
2016-07-14,2819.85,2832.3,2766.93,2766.93,3255630
2016-07-15,2759.14,2789.08,2753.3,2788.76,4161815
2016-07-18,2792.59,2807.79,2774.69,2783.64,1879230
2016-07-19,2785.97,2797.71,2762.27,2777.41,1688165
2016-07-20,2791.41,2803.1,2773.52,2781.7,2213876
2016-07-21,2812.82,2819.46,2743.98,2749.82,3352416
2016-07-22,2750.98,2775.48,2716.74,2768.91,2703447
2016-07-25,2765.78,2782.12,2742.05,2746.71,2587446
2016-07-26,2758.37,2776.66,2756.02,2766.93,1954604
2016-07-27,2779.01,2780.53,2729.96,2742.82,2058769
2016-07-28,2746.31,2756.82,2728.8,2743.98,3064845
2016-07-29,2745.94,2754.48,2717.53,2749.43,2662756
2016-08-01,2767.72,2770.04,2741.61,2749.82,2396537
2016-08-02,2789.49,2789.92,2747.49,2748.26,3293933
2016-08-03,2744.38,2750.6,2703.48,2706.24,2000846
2016-08-04,2714.38,2757.9,2675.54,2757.9,4011400
2016-08-05,2757.9,2790.04,2748.53,2777.11,2301939
2016-08-08,2776.73,2779.46,2744.21,2759.89,1994252
2016-08-09,2767.72,2803.41,2761.8,2800.65,2092016
2016-08-10,2800.65,2802.59,2778.31,2786.52,1853416
2016-08-11,2804.95,2855.53,2790.88,2855.53,2378278
2016-08-12,2844.51,2848.86,2823.39,2845.69,1881935
2016-08-15,2839.07,2860.25,2839.07,2855.53,1450321
2016-08-16,2850.43,2856.24,2820.24,2831.22,2037254
2016-08-17,2832.0,2849.66,2817.5,2833.97,2067937
2016-08-18,2843.34,2850.43,2813.21,2821.79,1758629
2016-08-19,2821.44,2832.0,2809.66,2828.09,1731417
2016-08-22,2819.86,2838.27,2789.69,2795.9,1975997
2016-08-23,2804.95,2823.76,2790.88,2793.97,1478066
2016-08-24,2779.46,2794.72,2757.12,2765.36,2254244
2016-08-25,2768.92,2795.9,2753.99,2791.23,1986099
2016-08-26,2789.24,2801.05,2763.48,2798.7,1620629
2016-08-30,2812.8,2831.22,2791.23,2799.06,2425986
2016-08-31,2797.09,2805.73,2759.06,2767.29,3028929
2016-09-01,2792.04,2797.9,2753.19,2766.16,3562578
2016-09-02,2775.94,2892.39,2770.87,2872.38,5912072
2016-09-05,2879.07,2892.39,2844.97,2861.79,1921010
2016-09-06,2854.74,2855.94,2821.79,2835.55,2301171
2016-09-07,2836.72,2848.86,2828.47,2839.44,2539417
2016-09-08,2841.82,2844.97,2804.18,2813.21,2438730
2016-09-09,2795.58,2805.73,2756.74,2768.1,2118188
2016-09-12,2739.88,2755.17,2732.03,2748.53,2376570
2016-09-13,2762.98,2774.39,2741.97,2761.45,2547089
2016-09-14,2762.63,2777.9,2744.21,2755.56,2483266
2016-09-15,2756.34,2781.41,2740.66,2781.05,2156581
2016-09-16,2782.58,2787.73,2747.32,2757.52,5414755
2016-09-19,2785.36,2810.08,2776.33,2810.08,2549231
2016-09-20,2798.28,2821.04,2795.58,2806.54,2123028
2016-09-21,2816.75,2821.44,2777.11,2783.0,2282364
2016-09-22,2793.22,2855.15,2781.83,2843.01,2049776
2016-09-23,2846.53,2860.25,2837.27,2847.73,1582035
2016-09-26,2836.3,2839.44,2814.29,2822.6,1791539
2016-09-27,2839.44,2861.79,2828.47,2854.74,2878726
2016-09-28,2852.79,2880.25,2846.89,2866.54,3032558
2016-09-29,2870.05,2882.98,2852.4,2863.4,1780299
2016-09-30,2842.19,2871.22,2819.86,2865.72,2811151
2016-10-03,2873.2,2911.98,2873.2,2907.66,2022406
2016-10-04,2916.28,2971.17,2913.96,2951.21,6141789
2016-10-05,2951.96,2962.16,2888.87,2892.39,2965028
2016-10-06,2897.49,2908.05,2880.25,2896.69,2686895
2016-10-07,2925.33,2953.94,2908.05,2916.71,2792861
2016-10-10,2928.46,2948.08,2914.34,2941.78,1638874
2016-10-11,2944.14,2985.7,2935.12,2943.78,3173310
2016-10-12,2941.41,2941.78,2912.41,2919.85,4149011
2016-10-13,2877.88,2892.77,2790.04,2820.24,7029109
2016-10-14,2795.15,2862.37,2774.39,2781.83,5803359
2016-10-17,2763.8,2768.92,2741.05,2748.06,3875354
2016-10-18,2744.58,2768.48,2735.85,2741.05,2851774
2016-10-19,2737.89,2742.23,2712.4,2719.09,2648608
2016-10-20,2721.05,2742.84,2708.09,2735.93,2825884
2016-10-21,2735.18,2750.45,2725.75,2734.0,2892802
2016-10-24,2739.88,2750.05,2720.26,2722.23,2416245
2016-10-25,2723.01,2751.64,2721.05,2726.91,2723233
2016-10-26,2735.57,2748.06,2697.92,2707.72,2396621
2016-10-27,2702.9,2747.57,2701.34,2719.1,2487507
2016-10-28,2710.81,2744.79,2686.68,2722.27,3620233
2016-10-31,2720.29,2724.97,2698.53,2702.9,2578355
2016-11-01,2704.86,2748.36,2698.53,2723.06,2783357
2016-11-02,2723.06,2738.07,2699.73,2699.73,2889324
2016-11-03,2693.81,2713.17,2650.31,2653.07,5261340
2016-11-04,2645.96,2649.29,2614.72,2623.82,2820494
2016-11-07,2660.21,2666.52,2642.8,2657.46,3067836
2016-11-08,2660.21,2675.24,2655.44,2674.39,2077799
2016-11-09,2632.51,2662.6,2588.25,2618.26,4326289
2016-11-10,2623.43,2635.65,2494.93,2515.46,7737703
2016-11-11,2513.5,2525.76,2472.0,2501.65,4346432
2016-11-14,2524.16,2524.16,2475.94,2476.32,3709908
2016-11-15,2499.27,2543.98,2492.54,2510.34,3783432
2016-11-16,2521.44,2521.44,2464.06,2473.97,4481148
2016-11-17,2484.64,2490.2,2459.34,2467.25,4068626
2016-11-18,2485.04,2490.2,2440.5,2467.25,7424213
2016-11-21,2481.46,2481.46,2449.86,2456.95,3795717
2016-11-22,2469.59,2489.93,2459.34,2472.4,2532539
2016-11-23,2481.11,2503.44,2457.54,2468.43,3197250
2016-11-24,2467.25,2479.36,2444.7,2467.25,1599819
2016-11-25,2473.17,2523.38,2473.17,2509.19,2559585
2016-11-28,2500.47,2511.83,2485.04,2488.19,2585649
2016-11-29,2487.0,2524.44,2472.4,2475.14,3633277
2016-11-30,2479.1,2575.19,2477.91,2527.32,7665113
2016-12-01,2487.81,2507.18,2412.28,2449.07,6050416
2016-12-02,2443.49,2468.04,2434.44,2459.74,2060919
2016-12-05,2450.65,2504.65,2438.19,2468.84,3492570
2016-12-06,2469.59,2482.26,2451.41,2479.1,3469181
2016-12-07,2468.84,2472.79,2441.94,2460.11,6559808
2016-12-08,2474.38,2478.31,2432.85,2445.08,4610099
2016-12-09,2446.27,2511.37,2440.73,2470.79,4192843
2016-12-12,2475.14,2479.5,2452.61,2460.89,3233325
2016-12-13,2487.41,2532.39,2475.57,2525.34,3705534
2016-12-14,2514.69,2523.38,2496.9,2507.18,2389395
2016-12-15,2511.14,2520.25,2475.57,2496.9,5119866
2016-12-16,2498.47,2526.54,2484.24,2492.54,5785755
2016-12-19,2503.2,2551.85,2500.06,2545.15,2904980
2016-12-20,2535.64,2570.03,2534.07,2566.11,2805288
2016-12-21,2556.2,2577.18,2553.04,2557.39,2078655
2016-12-22,2554.24,2579.93,2548.66,2579.15,1963944
2016-12-23,2588.25,2604.86,2584.26,2587.85,947593
2016-12-28,2594.54,2594.54,2574.79,2592.18,1793058
2016-12-29,2587.85,2608.78,2585.98,2601.28,1835049
2016-12-30,2602.04,2611.93,2592.18,2603.67,1380963
2017-01-03,2617.5,2627.38,2576.38,2589.8,3747318
2017-01-04,2596.92,2602.5,2573.22,2599.71,2301247
2017-01-05,2605.22,2619.84,2590.58,2608.78,3197633
2017-01-06,2606.8,2615.1,2594.17,2604.86,1883151
2017-01-09,2615.92,2651.9,2611.59,2644.75,1969435
2017-01-10,2658.21,2664.95,2635.28,2637.25,2206193
2017-01-11,2634.9,2664.13,2622.63,2651.5,3164206
2017-01-12,2642.02,2668.09,2631.71,2665.73,2877715
2017-01-13,2682.32,2694.96,2663.01,2675.24,4362701
2017-01-16,2693.81,2703.67,2682.32,2690.61,2113271
2017-01-17,2683.93,2689.87,2625.8,2625.8,4664703
2017-01-18,2649.09,2665.33,2642.8,2653.48,2645152
2017-01-19,2661.78,2661.78,2636.48,2641.63,2795362
2017-01-20,2643.6,2666.52,2620.43,2657.82,3348224
2017-01-23,2626.18,2668.09,2604.86,2648.34,3557568
2017-01-24,2652.27,2658.21,2636.1,2651.5,3341744
2017-01-25,2657.03,2670.48,2638.03,2647.91,2972913
2017-01-26,2546.33,2593.77,2509.56,2523.38,6764358
2017-01-27,2522.61,2560.35,2518.77,2557.0,3703900
2017-01-30,2539.19,2553.44,2530.5,2549.48,3390992
2017-01-31,2572.04,2581.51,2552.28,2552.28,4546804
2017-02-01,2570.03,2581.51,2529.71,2533.27,4378029
2017-02-02,2528.9,2581.51,2526.98,2568.07,4074182
2017-02-03,2579.51,2600.6,2563.33,2584.7,3028475
2017-02-06,2589.8,2603.16,2575.58,2580.33,1996402
2017-02-07,2577.54,2626.56,2572.42,2600.88,3017805
2017-02-08,2602.5,2644.01,2588.25,2643.6,4564438
2017-02-09,2656.08,2674.39,2636.96,2655.32,2769796
2017-02-10,2658.5,2670.44,2624.21,2639.75,3359720
2017-02-13,2632.98,2642.12,2622.0,2630.57,2530167
2017-02-14,2626.56,2651.71,2618.94,2619.79,4340895
2017-02-15,2625.8,2648.09,2609.84,2641.33,4296131
2017-02-16,2646.53,2669.24,2643.31,2669.24,3028776
2017-02-17,2679.21,3068.35,2665.11,3027.65,26650994
2017-02-20,2810.76,2893.73,2754.19,2829.14,9665125
2017-02-21,2825.52,2863.78,2790.88,2859.8,7527312
2017-02-22,2836.72,3065.96,2828.74,3022.9,14520899
2017-02-23,3010.12,3020.91,2984.61,3004.94,6495545
2017-02-24,2979.03,3013.32,2978.65,3008.54,3470560
2017-02-27,3030.08,3065.96,3030.08,3054.82,5707943
2017-02-28,3059.57,3074.73,3033.66,3045.22,3529137
2017-03-01,3060.36,3085.89,3042.01,3081.5,3437240
2017-03-02,3079.15,3079.51,3044.01,3076.31,4512319
2017-03-03,3069.92,3087.87,3057.59,3077.45,2679317
2017-03-06,3077.45,3092.91,3065.15,3090.69,2569391
2017-03-07,3103.0,3157.63,3095.0,3122.53,3233490
2017-03-08,3120.2,3137.32,3103.98,3111.0,3162801
2017-03-09,3121.77,3194.31,3109.01,3191.57,5663368
2017-03-10,3184.35,3232.45,3178.61,3217.84,4994938
2017-03-13,3228.61,3228.98,3177.99,3181.18,3031207
2017-03-14,3189.54,3237.7,3177.2,3223.02,2449159
2017-03-15,3197.52,3235.38,3191.12,3221.42,5146876
2017-03-16,3246.97,3259.69,3213.66,3230.63,3305597
2017-03-17,3218.63,3241.36,3202.27,3221.42,4425103
2017-03-20,3221.42,3245.34,3211.07,3243.34,2353591
2017-03-21,3256.14,3258.34,3201.09,3212.24,4000128
2017-03-22,3200.3,3237.41,3200.3,3209.88,3275971
2017-03-23,3202.27,3207.9,3169.78,3202.27,3128690
2017-03-24,3218.29,3221.04,3187.63,3203.91,2288446
2017-03-27,3189.91,3216.27,3187.95,3203.48,2242170
2017-03-28,3188.7,3195.11,3135.75,3194.31,2158302
2017-03-29,3212.24,3214.28,3181.97,3214.28,2125671
2017-03-30,3214.28,3214.28,3169.51,3185.18,2447773
2017-03-31,3154.07,3165.6,3134.92,3141.31,3883593
2017-04-03,3149.66,3152.05,3126.94,3127.35,4190324
2017-04-04,3132.52,3143.72,3115.18,3139.7,2882767
2017-04-05,3137.7,3170.0,3129.35,3141.31,2055348
2017-04-06,3116.96,3183.78,3095.03,3171.98,3993225
2017-04-07,3171.59,3223.02,3164.84,3221.82,2534978
2017-04-10,3225.43,3234.97,3199.1,3232.61,1827050
2017-04-11,3213.44,3244.57,3213.44,3222.64,2421947
2017-04-12,3221.04,3254.12,3211.75,3241.8,2096102
2017-04-13,3226.23,3230.98,3209.88,3216.27,2300530
2017-04-18,3228.61,3231.4,3157.59,3162.04,3177331
2017-04-19,3151.67,3155.24,3124.14,3139.7,3791405
2017-04-20,3175.2,3198.71,3145.27,3149.66,5834684
2017-04-21,3138.54,3150.86,3099.22,3139.7,2662602
2017-04-24,3183.94,3229.8,3174.38,3206.27,3662211
2017-04-25,3222.23,3232.18,3195.91,3201.09,3031022
2017-04-26,3201.5,3208.87,3182.95,3195.53,2816147
2017-04-27,3180.75,3190.37,3159.26,3164.41,2307986
2017-04-28,3164.84,3189.36,3148.9,3167.24,3315915
2017-05-02,3186.75,3222.64,3182.37,3213.44,3183095
2017-05-03,3209.47,3217.42,3187.16,3210.65,2244460
2017-05-04,3230.55,3246.2,3198.78,3217.64,3513107
2017-05-05,3207.63,3224.09,3202.01,3204.02,2106728
2017-05-08,3205.62,3253.81,3194.77,3253.81,6066787
2017-05-09,3248.59,3283.93,3219.24,3250.62,3145842
2017-05-10,3235.34,3279.21,3223.31,3277.13,3463673
2017-05-11,3273.1,3304.86,3252.21,3282.34,3342093
2017-05-12,3288.37,3296.02,3269.1,3296.02,2479845
2017-05-15,3291.58,3309.69,3283.93,3306.45,2635569
2017-05-16,3307.26,3351.41,3303.66,3339.36,3078784
2017-05-17,3343.02,3362.29,3322.11,3337.39,4186462
2017-05-18,3360.27,3360.27,3273.94,3293.61,3475324
2017-05-19,3307.65,3339.78,3298.84,3324.51,3015851
2017-05-22,3334.96,3375.92,3326.16,3369.9,2737922
2017-05-23,3372.33,3393.21,3321.59,3366.33,2665149
2017-05-24,3355.06,3402.86,3353.84,3384.4,3346878
2017-05-25,3390.01,3445.75,3389.99,3430.15,2315481
2017-05-26,3441.4,3468.34,3435.0,3463.11,4873706
2017-05-30,3434.6,3462.69,3410.49,3462.69,3023434
2017-05-31,3474.33,3509.71,3471.14,3479.98,6825072
2017-06-01,3471.14,3523.1,3464.32,3470.75,2960865
2017-06-02,3511.71,3524.57,3486.83,3512.9,4479814
2017-06-05,3504.89,3522.16,3488.83,3498.08,3016142
2017-06-06,3494.06,3526.98,3486.81,3510.92,3021473
2017-06-07,3498.45,3522.96,3478.8,3488.83,2853200
2017-06-08,3483.19,3495.65,3423.72,3429.82,3451964
2017-06-09,3486.02,3523.35,3450.26,3477.59,4414823
2017-06-12,3462.32,3479.58,3441.83,3455.06,2831214
2017-06-13,3419.74,3453.85,3414.11,3419.74,3290931
2017-06-14,3403.68,3449.06,3393.65,3408.09,3622587
2017-06-15,3395.24,3420.53,3375.13,3414.51,4295378
2017-06-16,3420.94,3467.93,3417.5,3435.79,6207759
2017-06-19,3459.13,3471.67,3436.58,3463.52,1982483
2017-06-20,3474.77,3519.72,3468.75,3468.75,247053
2017-06-21,3459.13,3466.45,3436.21,3459.5,279638
2017-06-22,3458.26,3474.33,3444.83,3456.3,2246545
2017-06-23,3445.44,3460.7,3430.27,3443.01,1566076
2017-06-26,3443.01,3505.29,3443.01,3480.8,3858055
2017-06-27,3470.75,3481.31,3446.22,3455.86,608230
2017-06-28,3440.22,3471.02,3411.69,3432.58,1041327
2017-06-29,3422.15,3437.36,3330.94,3339.36,469510
2017-06-30,3330.55,3383.85,3326.3,3338.18,514535
2017-07-03,3336.57,3362.54,3326.93,3352.26,200747
2017-07-04,3344.2,3351.8,3334.96,3334.96,143057
2017-07-05,3333.76,3360.82,3332.15,3343.02,226796
2017-07-06,3334.96,3344.61,3282.74,3316.08,858736
2017-07-07,3322.11,3384.0,3316.08,3356.68,573545
2017-07-10,3379.57,3423.09,3360.68,3377.93,133403
2017-07-11,3371.9,3411.69,3368.71,3392.43,373989
2017-07-12,3397.63,3440.22,3397.63,3425.37,763683
2017-07-13,3432.58,3454.92,3421.74,3434.6,2331897
2017-07-14,3434.18,3457.5,3417.72,3425.37,2286608
2017-07-17,3433.76,3450.03,3424.07,3434.6,1041518
2017-07-18,3443.01,3470.76,3439.14,3447.06,443689
2017-07-19,3445.03,3484.68,3441.02,3465.93,395037
2017-07-20,3481.18,3530.21,3475.17,3526.19,572270
2017-07-21,3511.71,3556.32,3511.71,3517.35,509609
2017-07-24,3523.78,3523.78,3468.19,3481.57,4089459
2017-07-25,3481.57,3515.71,3481.18,3485.6,2360636
2017-07-26,3492.43,3533.38,3479.73,3500.06,3268638
2017-07-27,3493.65,3532.63,3482.55,3503.31,2049325
2017-07-28,3498.84,3498.84,3451.79,3476.38,2933977
2017-07-31,3466.3,3504.08,3461.25,3471.95,2391695
2017-08-01,3502.09,3502.09,3446.27,3461.12,2587243
2017-08-02,3470.75,3477.99,3442.62,3457.5,2809060
2017-08-03,3450.88,3517.27,3441.56,3500.63,3874775
2017-08-04,3501.83,3530.88,3499.82,3526.55,2671436
2017-08-07,3528.57,3555.68,3523.74,3555.68,1495072
2017-08-08,3560.95,3580.64,3541.75,3570.28,1823779
2017-08-09,3558.13,3587.65,3550.41,3584.83,3793533
2017-08-10,3579.57,3579.57,3535.04,3547.6,2129807
2017-08-11,3539.93,3580.64,3524.94,3540.3,2355081
2017-08-14,3549.63,3580.5,3537.09,3571.49,1614013
2017-08-15,3576.34,3619.22,3553.77,3619.22,2113959
2017-08-16,3632.61,3642.84,3613.98,3613.98,2472299
2017-08-17,3616.0,3635.81,3606.69,3610.33,2796973
2017-08-18,3595.75,3610.75,3577.53,3604.69,2511907
2017-08-21,3586.46,3617.33,3578.37,3613.98,1780908
2017-08-22,3635.03,3680.61,3633.0,3654.82,3118176
2017-08-23,3650.81,3665.37,3638.24,3654.05,1851365
2017-08-24,3658.48,3672.5,3647.31,3657.65,2258070
2017-08-25,3647.57,3658.23,3635.03,3650.81,1484053
2017-08-29,3613.54,3647.31,3596.06,3641.51,3159618
2017-08-30,3645.16,3648.37,3605.06,3611.11,2933323
2017-08-31,3624.47,3658.03,3608.71,3657.65,3034655
2017-09-01,3643.93,3673.04,3633.39,3633.39,2467728
2017-09-04,3623.28,3658.48,3623.28,3642.71,1281501
2017-09-05,3652.03,3659.96,3609.92,3618.43,2203306
2017-09-06,3609.09,3640.82,3598.73,3639.87,3565110
2017-09-07,3641.51,3673.89,3632.67,3666.59,2489290
2017-09-08,3666.59,3681.11,3633.82,3647.94,2804112
2017-09-11,3649.14,3671.05,3644.05,3663.33,2171914
2017-09-12,3661.71,3662.92,3589.82,3594.54,3775799
2017-09-13,3582.03,3611.58,3569.71,3603.83,3776445
2017-09-14,3597.41,3610.03,3537.9,3537.9,4191591
2017-09-15,3539.1,3556.1,3506.31,3519.67,8152358
2017-09-18,3517.65,3558.28,3516.05,3553.28,2351401
2017-09-19,3538.27,3569.05,3528.43,3541.52,3832354
2017-09-20,3545.56,3550.83,3514.3,3522.09,3060145
2017-09-21,3503.86,3504.82,3445.46,3449.23,4079824
2017-09-22,3436.3,3475.96,3423.94,3451.28,3557810
2017-09-25,3430.64,3462.59,3403.51,3455.37,3655491
2017-09-26,3448.86,3463.82,3436.3,3459.38,3370338
2017-09-27,3460.57,3469.49,3433.09,3452.1,2959447
2017-09-28,3440.79,3454.52,3426.61,3453.33,2677941
2017-09-29,3463.82,3510.91,3461.8,3495.82,514569
2017-10-02,3506.71,3550.83,3493.78,3544.37,2955787
2017-10-03,3534.25,3543.17,3518.35,3529.8,6220178
2017-10-04,3523.32,3545.56,3520.07,3527.35,2590198
2017-10-05,3533.04,3587.15,3532.22,3572.26,2652158
2017-10-06,3572.26,3579.26,3540.11,3546.8,3408085
2017-10-09,3535.46,3548.82,3520.25,3531.0,2688331
2017-10-10,3528.17,3561.76,3526.15,3539.1,2848978
2017-10-11,3559.73,3579.14,3556.5,3574.33,4312012
2017-10-12,3562.6,3648.37,3562.14,3648.37,3751301
